Geo Point;Geo Shape;dep;adresse;nomcom;insee;nom_carto;typo_niv3;objectid
48.8961595726, 2.10607550452;"{""coordinates"": [2.106075504519856, 48.89615957255109, 0.0], ""type"": ""Point""}";78;ESCALE DU PECQ;PECQ (LE);78481;Escale du Pecq;Haltes, escales ou ports fluviaux de plaisance;437
48.8545984016, 2.35341274667;"{""coordinates"": [2.35341274666574, 48.85459840157435, 0.0], ""type"": ""Point""}";75;ESCALE DE L'HÔTEL DE VILLE;Paris;75104;Escale de l'hôtel de ville;Haltes, escales ou ports fluviaux de plaisance;455
48.3907462154, 2.80745291355;"{""coordinates"": [2.807452913552202, 48.390746215383565, 0.0], ""type"": ""Point""}";77;QUAI DU LOING;VENEUX-LES-SABLONS;77491;Halte;Haltes, escales ou ports fluviaux de plaisance;470
48.5323941639, 2.66465299436;"{""coordinates"": [2.664652994362793, 48.53239416394236, 0.0], ""type"": ""Point""}";77;QUAI DU MARÉCHAL JOFFRE;MELUN;77288;"Port de Melun ""la plage""";Haltes, escales ou ports fluviaux de plaisance;477
48.4166274534, 3.24127402738;"{""coordinates"": [3.241274027379849, 48.41662745339567, 0.0], ""type"": ""Point""}";77;MAIRIE;BRAY-SUR-SEINE;77051;Halte fluviale;Haltes, escales ou ports fluviaux de plaisance;492
48.9404378743, 2.33506075259;"{""coordinates"": [2.335060752594009, 48.94043787428711, 0.0], ""type"": ""Point""}";92;45 QUAI ALFRED SISLEY;VILLENEUVE-LA-GARENNE;92078;Port Sisley;Haltes, escales ou ports fluviaux de plaisance;527
49.0700088306, 2.17822679625;"{""coordinates"": [2.178226796247519, 49.070008830555345, 0.0], ""type"": ""Point""}";95;;AUVERS-SUR-OISE;95039;Halte d'Auvers-sur-Oise;Haltes, escales ou ports fluviaux de plaisance;533
49.001427372, 1.95918057446;"{""coordinates"": [1.959180574460177, 49.001427372002404, 0.0], ""type"": ""Point""}";78;;VERNEUIL-SUR-SEINE;78642;Port du Val de Seine;Haltes, escales ou ports fluviaux de plaisance;540
48.1499042406, 2.70341185111;"{""coordinates"": [2.703411851111551, 48.14990424059806, -100000.0], ""type"": ""Point""}";77;6 RUE HETZEL;CHATEAU LANDON;77099;;Offices du tourisme et syndicats d'initiative;544
48.8124623691, 3.08422449384;"{""coordinates"": [3.084224493836573, 48.812462369110776, -100000.0], ""type"": ""Point""}";77;7 RUE DU GENERAL DE GAULLE;COULOMMIERS;77131;;Offices du tourisme et syndicats d'initiative;546
48.7650615618, 2.16550289588;"{""coordinates"": [2.165502895880544, 48.76506156179725, -100000.0], ""type"": ""Point""}";78;29 BIS AVENUE JEAN JAURES;JOUY EN JOSAS;78322;;Offices du tourisme et syndicats d'initiative;568
48.8654262953, 2.09701529622;"{""coordinates"": [2.097015296223785, 48.86542629533148, -100000.0], ""type"": ""Point""}";78;2 AVENUE DES COMBATTANTS;MARLY LE ROI;78372;;Offices du tourisme et syndicats d'initiative;571
48.9274564834, 2.04577420795;"{""coordinates"": [2.045774207947005, 48.927456483370925, -100000.0], ""type"": ""Point""}";78;132 RUE DU GENERAL DE GAULLE;POISSY;78498;;Offices du tourisme et syndicats d'initiative;574
48.7031517542, 2.070332198;"{""coordinates"": [2.070332197998292, 48.70315175415519, -100000.0], ""type"": ""Point""}";78;1 RUE DITTE;SAINT REMY LES CHEVREUSE;78575;;Offices du tourisme et syndicats d'initiative;579
48.802129942, 2.12884669975;"{""coordinates"": [2.128846699746237, 48.80212994199561, -100000.0], ""type"": ""Point""}";78;2 BIS AVENUE DE Paris;VERSAILLES;78646;;Offices du tourisme et syndicats d'initiative;580
48.4344249394, 2.16164225638;"{""coordinates"": [2.161642256375121, 48.43442493938795, -100000.0], ""type"": ""Point""}";91;PLACE DE L HOTEL DE VILLE;ETAMPES;91223;;Offices du tourisme et syndicats d'initiative;586
48.824231287, 2.27308542765;"{""coordinates"": [2.273085427646805, 48.82423128701401, -100000.0], ""type"": ""Point""}";92;ESPLANADE DE L HOTEL DE VILLE;ISSY LES MOULINEAUX;92040;;Offices du tourisme et syndicats d'initiative;603
48.817963472, 2.46652069834;"{""coordinates"": [2.466520698341884, 48.81796347200625, -100000.0], ""type"": ""Point""}";94;23 RUE DE Paris;JOINVILLE LE PONT;94042;;Offices du tourisme et syndicats d'initiative;619
49.1463820994, 1.97750764097;"{""coordinates"": [1.977507640967155, 49.14638209942238, -100000.0], ""type"": ""Point""}";95;1 RUE DE LA CROIX DES VIGNES;MARINES;95370;;Offices du tourisme et syndicats d'initiative;628
49.1280636297, 2.37024258626;"{""coordinates"": [2.370242586258064, 49.12806362966484, -100000.0], ""type"": ""Point""}";95;74, RUE DE Paris;VIARMES;95652;;Offices du tourisme et syndicats d'initiative;634
48.7285605781, 2.37093170193;"{""coordinates"": [2.370931701927085, 48.72856057806495, 0.0], ""type"": ""Point""}";94;AEROPORT ORLY-SUD;ORLY;94054;;Offices du tourisme et syndicats d'initiative;641
48.7630043489, 2.22550662719;"{""coordinates"": [2.225506627194628, 48.76300434887643, 0.0], ""type"": ""Point""}";91;78 rue de Bièvres;BIEVRES;91064;Musee francais de la photographie;Musée et écomusée;646
48.7796866438, 3.30401031804;"{""coordinates"": [3.304010318043692, 48.77968664377242, 0.0], ""type"": ""Point""}";77;Maison du tourisme, 35 rue des promenades;LA FERTE GAUCHER;77182;Vélorail du val du Haut Morin;Espace de loisirs, espace récréatif;659
48.5671341225, 1.9298272355;"{""coordinates"": [1.929827235503083, 48.56713412252899, 0.0], ""type"": ""Point""}";78;MOULIN DE VILLENEUVE;SAINT-ARNOULT-EN-YVELINES;0;Maison Elsa Triolet-Aragon;Musée et écomusée;667
48.9715143414, 2.51869215807;"{""coordinates"": [2.51869215806968, 48.97151434144414, 0.0], ""type"": ""Point""}";93;ROISSY CHARLES DE GAULLE;VILLEPINTE;93078;Paris Nord Villepinte;Centre de congrès et parc d'exposition;1
48.8249796988, 2.2575226374;"{""coordinates"": [2.257522637396991, 48.82497969876928, -100000.0], ""type"": ""Point""}";92;PARC DEPARTEMENTAL DE L'ILE Saint-GERMAIN;ISSY-LES-MOULINEAUX;92040;Tour aux figures de Jean Dubuffet;Diffusion de l'art (autre que musée);29
48.7260819888, 2.12381495929;"{""coordinates"": [2.12381495928814, 48.72608198879447, 0.0], ""type"": ""Point""}";91;7-9 ROUTE DE GIF;VILLERS-LE-BÂCLE;91679;Maison atelier Foujita;Musée et écomusée;45
48.8618714241, 2.34013973757;"{""coordinates"": [2.340139737567219, 48.86187142408966, 0.0], ""type"": ""Point""}";75;145 RUE Saint-HONORÉ;Paris;75101;Eglise réformée de l'oratoire du Louvre;Site et monument;59
48.8691293464, 2.34135531279;"{""coordinates"": [2.341355312792996, 48.86912934635037, 0.0], ""type"": ""Point""}";75;RUE NOTRE DAME DES VICTOIRES - PALAIS DE LA BOURSE;Paris;75102;Palais de la bourse;Site et monument;71
48.8505474792, 2.36219426242;"{""coordinates"": [2.362194262417415, 48.85054747920374, 0.0], ""type"": ""Point""}";75;21 BOULEVARD MORLAND;Paris;75104;Pavillon de l'arsenal;Site et monument;98
48.8470436931, 2.3570912306;"{""coordinates"": [2.357091230599838, 48.8470436930547, 0.0], ""type"": ""Point""}";75;RUE CUVIER;Paris;75105;Université de Jussieu;Site et monument;104
48.8483633584, 2.3476608213;"{""coordinates"": [2.34766082130447, 48.84836335839434, 0.0], ""type"": ""Point""}";75;17 RUE DES CARMES;Paris;75105;Eglise Saint-Ephrem;Site et monument;109
48.8377822118, 2.34657365111;"{""coordinates"": [2.346573651109437, 48.83778221183349, 0.0], ""type"": ""Point""}";75;4 RUE FLATTERS;Paris;75105;Musée des eclairages anciens;Musée et écomusée;118
48.8506056916, 2.34369021952;"{""coordinates"": [2.343690219524547, 48.85060569163545, 0.0], ""type"": ""Point""}";75;6 PLACE PAUL PAINLEVÉ;Paris;75105;Musée national du moyen-age;Musée et écomusée;119
48.8486367653, 2.3372946432;"{""coordinates"": [2.337294643204323, 48.84863676531796, 0.0], ""type"": ""Point""}";75;15 RUE DE VAUGIRARD;Paris;75106;Sénat-Palais du Luxembourg;Site et monument;138
48.8581882583, 2.31021514443;"{""coordinates"": [2.310215144429883, 48.858188258311586, 0.0], ""type"": ""Point""}";75;51 BIS BOULEVARD DE LATOUR-MAUBOURG - HÔTEL NATIONAL DES INVALIDES;Paris;75107;Musée de l'ordre de la libération;Musée et écomusée;150
48.8610133945, 2.29763434638;"{""coordinates"": [2.297634346381885, 48.86101339449251, 0.0], ""type"": ""Point""}";75;37 QUAI BRANLY - PORTAIL DEBILLY;Paris;75107;Musée du quai Branly;Musée et écomusée;154
48.855919035, 2.31597006355;"{""coordinates"": [2.315970063554669, 48.855919035022396, 0.0], ""type"": ""Point""}";75;79 RUE DE VARENNE - HÔTEL BIRON;Paris;75107;Musée Rodin;Musée et écomusée;162
48.8737041296, 2.32302865278;"{""coordinates"": [2.323028652780848, 48.87370412960971, 0.0], ""type"": ""Point""}";75;29 RUE PASQUIER - SQUARE LOUIS XVI;Paris;75108;Chapelle Expiatoire;Site et monument;168
48.8809100818, 2.33334735194;"{""coordinates"": [2.333347351943861, 48.88091008179285, 0.0], ""type"": ""Point""}";75;16 RUE CHAPTAL - HÔTEL SCHEFFER RENAN;Paris;75109;Musée de la vie romantique;Musée et écomusée;185
48.844194646, 2.39632255647;"{""coordinates"": [2.396322556474021, 48.84419464604575, 0.0], ""type"": ""Point""}";75;35 RUE DE PICPUS;Paris;75112;Cimetière de Picpus;Site et monument;191
48.8374360688, 2.38249159262;"{""coordinates"": [2.382491592623704, 48.8374360687559, 0.0], ""type"": ""Point""}";75;51 RUE DE BERCY;Paris;75112;Cinémathèque française;Musée et écomusée;192
48.8410574018, 2.3781556881;"{""coordinates"": [2.378155688099865, 48.841057401804036, 0.0], ""type"": ""Point""}";75;139 RUE DE BERCY;Paris;75112;Ministère des finances;Site et monument;194
48.8350446122, 2.4092048319;"{""coordinates"": [2.409204831895131, 48.83504461224093, 0.0], ""type"": ""Point""}";75;293 AVENUE DAUMESNIL;Paris;75112;Palais de la porte Dorée - aquarium tropical;Musée et écomusée;196
48.8346434764, 2.35208579391;"{""coordinates"": [2.352085793905177, 48.83464347641014, 0.0], ""type"": ""Point""}";75;42 AVENUE DES GOBELINS;Paris;75113;Manufactures nationales des Gobelins;Site et monument;203
48.7934049079, 2.39269843182;"{""coordinates"": [2.392698431820368, 48.793404907866474, 0.0], ""type"": ""Point""}";94;18 AVENUE HENRI BARBUSSE;VITRY-SUR-SEINE;94081;Explor@dôme;Musée et écomusée;218
48.8453342484, 2.26005358376;"{""coordinates"": [2.260053583764675, 48.845334248427854, 0.0], ""type"": ""Point""}";75;44 RUE MOLITOR;Paris;75116;Eglise Saint-François de Molitor;Site et monument;226
48.8679986937, 2.29289517911;"{""coordinates"": [2.292895179114626, 48.86799869366008, 0.0], ""type"": ""Point""}";75;11 PLACE DES ETATS-UNIS;Paris;75116;Musée Baccarat;Musée et écomusée;231
48.8647292298, 2.2979411319;"{""coordinates"": [2.29794113189537, 48.86472922979085, 0.0], ""type"": ""Point""}";75;11 AVENUE DU PRÉSIDENT WILSON;Paris;75116;Musée d'art moderne de la ville de Paris;Musée et écomusée;234
48.8618155949, 2.2873518788;"{""coordinates"": [2.287351878796119, 48.86181559493196, 0.0], ""type"": ""Point""}";75;17 PLACE DU TROCADÉRO - PALAIS DE CHAILLOT;Paris;75116;Musée national de la marine;Musée et écomusée;239
48.8871779194, 2.34340214701;"{""coordinates"": [2.343402147008772, 48.88717791943479, 0.0], ""type"": ""Point""}";75;35 RUE DU CHEVALIER-DE-LA-BARRE - PARVIS DU SACRÉ COEUR;Paris;75118;Basilique du sacré-coeur de Montmartre;Site et monument;246
48.5613622051, 3.29009502815;"{""coordinates"": [3.290095028152269, 48.56136220509163, 0.0], ""type"": ""Point""}";77;RUE DE LA PIE;PROVINS;77379;Tour César  - cite medievale de Provins;Site et monument;283
48.6455217823, 1.81751277919;"{""coordinates"": [1.817512779185931, 48.645521782287986, 0.0], ""type"": ""Point""}";78;DOMAINE NATIONAL DU Château DE RAMBOUILLET;RAMBOUILLET;78517;Château de Rambouillet;Site et monument;300
48.6446782926, 1.82235222935;"{""coordinates"": [1.822352229353227, 48.64467829257143, 0.0], ""type"": ""Point""}";78;RUE DU GÉNÉRAL DE GAULLE - PLACE DU ROI DE ROME;RAMBOUILLET;78517;Musée du jeu de l'oie;Musée et écomusée;301
48.8190831945, 2.1133910244;"{""coordinates"": [2.113391024401484, 48.819083194514356, 0.0], ""type"": ""Point""}";78;RP 834;VERSAILLES;78646;Domaine de Marie-Antoinette;Site et monument;313
48.5298781594, 2.01119494062;"{""coordinates"": [2.011194940618992, 48.529878159373744, 0.0], ""type"": ""Point""}";91;PLACE DU GÉNÉRAL DE GAULLE;DOURDAN;91200;Musée du chateau de dourdan;Musée et écomusée;323
48.6618828045, 2.16399350015;"{""coordinates"": [2.163993500147619, 48.661882804475454, 0.0], ""type"": ""Point""}";91;DOMAINE DE Saint-JEAN-DE-BEAUREGARD;Saint-JEAN-DE-BEAUREGARD;91560;Domaine de Saint-Jean de Beauregard;Site et monument;329
48.4747912994, 2.49630900857;"{""coordinates"": [2.496309008571588, 48.474791299397836, 0.0], ""type"": ""Point""}";91;LE MOULIN DES NOUES;SOISY-SUR-ECOLE;91599;Verrerie d'art de Soisy-sur-Ecole;Musée et écomusée;330
48.8411701812, 2.22686448936;"{""coordinates"": [2.226864489363401, 48.841170181211275, 0.0], ""type"": ""Point""}";92;14 RUE DU PORT;BOULOGNE-BILLANCOURT;92012;Musée départemental Albert Kahn;Musée et écomusée;332
48.8914203675, 2.24192171271;"{""coordinates"": [2.241921712711146, 48.89142036753691, 0.0], ""type"": ""Point""}";92;15 PLACE DE LA DÉFENSE - ESPACE INFO-DÉFENSE;Paris-LA DEFENSE;92026;Musée de la Défense;Musée et écomusée;335
49.0470873907, 2.10186184938;"{""coordinates"": [2.101861849383182, 49.047087390682165, 0.0], ""type"": ""Point""}";95;;PONTOISE;95500;Pontoise  halte nautique;Haltes, escales ou ports fluviaux de plaisance;336
48.8716984038, 2.16908524426;"{""coordinates"": [2.169085244258448, 48.87169840378636, 0.0], ""type"": ""Point""}";92;AVENUE DU Château DE MALMAISON;RUEIL-MALMAISON;92063;Musée national des Châteaux de Malmaison et Bois-Préau;Musée et écomusée;341
48.8148312003, 2.42104040346;"{""coordinates"": [2.421040403462837, 48.8148312002975, 0.0], ""type"": ""Point""}";94;7 AVENUE DU GÉNÉRAL DE GAULLE;MAISONS-ALFORT;94046;Ecole nationale vétérinaire de Maisons-Alfort;Site et monument;356
49.0718619273, 2.17633617991;"{""coordinates"": [2.176336179909594, 49.07186192732248, 0.0], ""type"": ""Point""}";95;RUE DAUBIGNY - PAROISSE ND;AUVERS-SUR-OISE;95039;Eglise ND d'Auvers;Site et monument;361
49.1072091598, 2.18324965763;"{""coordinates"": [2.183249657629533, 49.107209159764906, 0.0], ""type"": ""Point""}";95;RUE DU MOULIN MOREL;VALMONDOIS;95628;Maison de la Meunerie;Musée et écomusée;374
48.8781689607, 2.2639289322;"{""coordinates"": [2.263928932197786, 48.87816896068404, 0.0], ""type"": ""Point""}";75;BOIS DE BOULOGNE;Paris;75116;Jardin d'Accimatation;Espace de loisirs, espace récréatif;385
48.7803185286, 2.44699840951;"{""coordinates"": [2.446998409508711, 48.78031852860929, 0.0], ""type"": ""Point""}";94;RUE JEAN GABIN;CRETEIL;94028;Ile de loisirs de Créteil;Espace de loisirs, espace récréatif;390
49.0621651922, 1.67732413016;"{""coordinates"": [1.677324130158425, 49.06216519216069, 0.0], ""type"": ""Point""}";78;MOISSON;MOISSON;78410;Ile de loisirs des Boucles de Seine;Espace de loisirs, espace récréatif;406
48.7762613786, 2.3350412001;"{""coordinates"": [2.335041200099353, 48.776261378576294, 0.0], ""type"": ""Point""}";94;RUE ALBERT WATEL;L'HAŸ-LES-ROSES;94038;"Roseraie du Val-de-Marne
roseraie du val-de-marne (17)
roseraie du *";Espace de loisirs, espace récréatif;418
48.774109595, 2.26978404586;"{""coordinates"": [2.269784045860179, 48.77410959498368, 0.0], ""type"": ""Point""}";92;34 RUE EUGÈNE SINET;CHÂTENAY-MALABRY;92019;L'ile  verte;Espace de loisirs, espace récréatif;419
48.8777310702, 2.26961685567;"{""coordinates"": [2.269616855670695, 48.87773107016975, 0.0], ""type"": ""Point""}";75;JARDIN D'ACCLIMATATION - BOIS DE BOULOGNE;Paris;75116;Musée en herbe;Musée et écomusée;427
48.8338628659, 2.37865830932;"{""coordinates"": [2.378658309321282, 48.83386286594929, 0.0], ""type"": ""Point""}";75;ESCALE DE LA GARE;Paris;75112;Escale de la gare bibliothèque;Haltes, escales ou ports fluviaux de plaisance;433
48.8543107917, 2.34439662006;"{""coordinates"": [2.344396620055738, 48.85431079170427, 0.0], ""type"": ""Point""}";75;ESCALE NOTRE DAME - Saint MICHEL;Paris;75104;Escale ND, Saint-Michel;Haltes, escales ou ports fluviaux de plaisance;435
49.0627147102, 1.69993349896;"{""coordinates"": [1.699933498957463, 49.06271471019917, 0.0], ""type"": ""Point""}";95;ESCALE DE VÉTHEUIL;VETHEUIL;95651;Escale de Vétheuil;Haltes, escales ou ports fluviaux de plaisance;444
48.8619309385, 2.29636503634;"{""coordinates"": [2.296365036338872, 48.86193093846609, 0.0], ""type"": ""Point""}";75;;Paris;75107;Escale Bourdonnais, musée du quai Branly;Haltes, escales ou ports fluviaux de plaisance;460
48.5372644026, 2.6525409337;"{""coordinates"": [2.652540933695136, 48.53726440257469, 0.0], ""type"": ""Point""}";77;;MELUN;77288;Escale melun, port de la reine Blanche;Haltes, escales ou ports fluviaux de plaisance;469
48.5280533633, 2.63110299094;"{""coordinates"": [2.631102990937145, 48.52805336326642, 0.0], ""type"": ""Point""}";77;40, CHEMIN DES PRAILLONS;BOISSETTES;77038;Port Saint-Jacques;Haltes, escales ou ports fluviaux de plaisance;478
48.8500435797, 2.36771037516;"{""coordinates"": [2.367710375155713, 48.850043579738845, 0.0], ""type"": ""Point""}";75;11 BOULEVARD DE LA BASTILLE;Paris;75112;Port de l'Arsenal;Haltes, escales ou ports fluviaux de plaisance;488
48.8821664191, 2.71922383454;"{""coordinates"": [2.71922383454097, 48.88216641913775, 0.0], ""type"": ""Point""}";77;109 QUAI DE LA GOURDINE;LAGNY-SUR-MARNE;77243;Port de Lagny-sur-Marne;Haltes, escales ou ports fluviaux de plaisance;499
48.9735781233, 2.93934111891;"{""coordinates"": [2.939341118906551, 48.9735781232584, 0.0], ""type"": ""Point""}";77;ROUTE DU MOULIN DE POINCY;POINCY;77369;Port privé du cercle nautique Poincy;Haltes, escales ou ports fluviaux de plaisance;504
48.9966415852, 1.72265311453;"{""coordinates"": [1.722653114526018, 48.996641585205744, 0.0], ""type"": ""Point""}";78;41 QUAI AUX VINS;LIMAY;78335;Marines de Limay;Haltes, escales ou ports fluviaux de plaisance;515
48.9333274976, 2.03780710583;"{""coordinates"": [2.037807105825378, 48.93332749763922, 0.0], ""type"": ""Point""}";78;132 RUE DU GÉNÉRAL DE GAULLE;POISSY;78498;Halte de Poissy;Haltes, escales ou ports fluviaux de plaisance;516
48.831931837, 2.49117530263;"{""coordinates"": [2.491175302630209, 48.83193183698385, 0.0], ""type"": ""Point""}";94;8 RUE DU PORT;NOGENT-SUR-MARNE;94052;Port de plaisance de Nogent-sur-Marne;Haltes, escales ou ports fluviaux de plaisance;532
48.9772033103, 2.17600961319;"{""coordinates"": [2.176009613191368, 48.97720331027585, 0.0], ""type"": ""Point""}";95;55 QUAI DE LA SEINE;LA FRETTE-SUR-SEINE;95257;Halte de plaisance de la Frette;Haltes, escales ou ports fluviaux de plaisance;536
49.1120644394, 2.2118682305;"{""coordinates"": [2.21186823050389, 49.1120644394204, 0.0], ""type"": ""Point""}";95;CHEMIN DU HALAGE;L'ISLE ADAM;95313;Halte de l'Isle - Adam;Haltes, escales ou ports fluviaux de plaisance;537
48.8940130608, 2.10901339832;"{""coordinates"": [2.109013398323627, 48.8940130608213, 0.0], ""type"": ""Point""}";78;;LE PECQ;78481;Zone porturaire du Pecq;Haltes, escales ou ports fluviaux de plaisance;539
48.3428751021, 2.71713374234;"{""coordinates"": [2.717133742338831, 48.34287510209406, -100000.0], ""type"": ""Point""}";77;37 RUE MURGER;BOURRON MARLOTTE;77048;;Offices du tourisme et syndicats d'initiative;543
49.0246411068, 3.02258225001;"{""coordinates"": [3.022582250009497, 49.02464110677052, -100000.0], ""type"": ""Point""}";77;43 RUE JEAN JAURES;LIZY SUR OURCQ;77257;;Offices du tourisme et syndicats d'initiative;554
48.9617074521, 2.87777650813;"{""coordinates"": [2.877776508133888, 48.96170745211032, -100000.0], ""type"": ""Point""}";77;1 PLACE DOUMER;MEAUX;77284;;Offices du tourisme et syndicats d'initiative;555
48.5396372975, 2.66029981449;"{""coordinates"": [2.660299814492588, 48.539637297540814, -100000.0], ""type"": ""Point""}";77;18 RUE PAUL DOUMER;MELUN;77288;;Offices du tourisme et syndicats d'initiative;556
48.5301925247, 2.543880933;"{""coordinates"": [2.543880933003632, 48.530192524660855, -100000.0], ""type"": ""Point""}";77;71 AVENUE DE FONTAINEBLEAU;ST FARGEAU PONTHIERRY;77407;;Offices du tourisme et syndicats d'initiative;562
48.7772080378, 1.80696750256;"{""coordinates"": [1.80696750255528, 48.777208037814326, -100000.0], ""type"": ""Point""}";78;3 RUE AMAURY;MONTFORT L AMAURY;78420;;Offices du tourisme et syndicats d'initiative;572
48.6127136468, 2.48258886123;"{""coordinates"": [2.482588861225765, 48.61271364682875, -100000.0], ""type"": ""Point""}";91;11 PLACE DU COMTE HAYMON;CORBEIL ESSONNES;91174;;Offices du tourisme et syndicats d'initiative;584
48.6991429304, 2.18513498312;"{""coordinates"": [2.185134983124985, 48.699142930423356, -100000.0], ""type"": ""Point""}";91;17, RUE DE L YVETTE;ORSAY;91471;;Offices du tourisme et syndicats d'initiative;592
48.746340473, 2.26688437556;"{""coordinates"": [2.266884375557501, 48.74634047297564, -100000.0], ""type"": ""Point""}";91;"PLACE CHARLES DE GAULLE 
/ VILLA SaintE CHRISTINE";VERRIERES LE BUISSON;91645;;Offices du tourisme et syndicats d'initiative;594
48.910794258, 2.29295876381;"{""coordinates"": [2.292958763807406, 48.910794257987966, -100000.0], ""type"": ""Point""}";92;9 RUE DE L EGLISE (MAISON DU TOURISME ET DES PROJETS);ASNIERES SUR SEINE;92004;;Offices du tourisme et syndicats d'initiative;596
48.7791639885, 2.31597000388;"{""coordinates"": [2.315970003876483, 48.779163988542635, -100000.0], ""type"": ""Point""}";92;1 BOULEVARD CARNOT;BOURG LA REINE;92014;;Offices du tourisme et syndicats d'initiative;598
48.9335365594, 2.29734387948;"{""coordinates"": [2.29734387947767, 48.93353655942628, -100000.0], ""type"": ""Point""}";92;58 RUE PIERRE TIMBAUD;GENNEVILLIERS;92036;;Offices du tourisme et syndicats d'initiative;602
48.8899844927, 2.19502448122;"{""coordinates"": [2.195024481218846, 48.88998449274817, -100000.0], ""type"": ""Point""}";92;4 RUE DU MARCHE;NANTERRE;92050;;Offices du tourisme et syndicats d'initiative;604
48.7772886975, 2.29538561922;"{""coordinates"": [2.295385619222623, 48.77728869746107, -100000.0], ""type"": ""Point""}";92;70 RUE DE HOUDAN;SCEAUX;92071;;Offices du tourisme et syndicats d'initiative;606
48.8542456214, 2.48192836094;"{""coordinates"": [2.481928360938236, 48.854245621375505, -100000.0], ""type"": ""Point""}";94;4 BIS AVENUE CHARLES GARCIA;FONTENAY SOUS BOIS;94033;;Offices du tourisme et syndicats d'initiative;618
49.0046183688, 2.56700979598;"{""coordinates"": [2.567009795976123, 49.00461836880213, 0.0], ""type"": ""Point""}";93;AEROPORT CDG - TERMINAL 2D;TREMBLAY-EN-FRANCE;93073;;Offices du tourisme et syndicats d'initiative;642
48.8200204119, 2.46152168718;"{""coordinates"": [2.46152168718339, 48.82002041189975, -100000.0], ""type"": ""Point""}";75;118 route Pyramide;Paris;75112;Evasion verte;Espace de loisirs, espace récréatif;658
48.8574543713, 2.35334197666;"{""coordinates"": [2.353341976664557, 48.85745437127213, 0.0], ""type"": ""Point""}";75;52 rue de Rivoli;Paris;75104;Bazar de l'hôtel de ville;Espace de loisirs, espace récréatif;662
48.8357440014, 2.44472603762;"{""coordinates"": [2.444726037616001, 48.83574400136083, 0.0], ""type"": ""Point""}";75;ESPLANADE DU CHÂTEAU DE VINCENNES, 75012 PARIS;PARIS;75112;PARC FLORAL DE PARIS;Centre de congrès et parc d'exposition;14
48.7432328431, 2.35726623352;"{""coordinates"": [2.35726623352057, 48.74323284308098, 0.0], ""type"": ""Point""}";94;47, RUE DES SOLETS, PARC SILIC, 94533 RUNGIS CEDEX;RUNGIS;94065;ESPACE JEAN MONET;Centre de congrès et parc d'exposition;16
48.8328988204, 2.3964137495;"{""coordinates"": [2.396413749503906, 48.83289882040331, 0.0], ""type"": ""Point""}";75;327, RUE DE CHARENTON, 75012 PARIS;PARIS;75112;ESPACE CHARENTON;Centre de congrès et parc d'exposition;18
48.3730545823, 2.81645193612;"{""coordinates"": [2.816451936121622, 48.373054582326006, 0.0], ""type"": ""Point""}";77;MOULIN PROVENCHER;MORET-SUR-LOING;77316;Musee du sucre d'Orge des religieuses;Musée et écomusée;41
48.7569458947, 2.20061263929;"{""coordinates"": [2.200612639293016, 48.75694589472159, 0.0], ""type"": ""Point""}";91;45 RUE DE VAUBOYEN;BIEVRES;91064;Maison Victor Hugo;Musée et écomusée;46
48.8633688468, 2.34519757481;"{""coordinates"": [2.34519757480894, 48.86336884679099, 0.0], ""type"": ""Point""}";75;2 IMPASSE Saint-EUSTACHE;Paris;75101;Eglise Saint-Eustache;Site et monument;60
48.8696520464, 2.32837994002;"{""coordinates"": [2.328379940020929, 48.869652046439896, 0.0], ""type"": ""Point""}";75;39 BOULEVARD DES CAPUCINES;Paris;75102;Théâtre musée des Capucines;Musée et écomusée;72
48.8614659379, 2.35378884309;"{""coordinates"": [2.353788843085212, 48.86146593789317, 0.0], ""type"": ""Point""}";75;22 RUE BEAUBOURG - IMPASSE BERTHAUD;Paris;75103;Musée de la poupée - Paris;Musée et écomusée;81
48.8598518171, 2.36209862826;"{""coordinates"": [2.362098628256093, 48.85985181705871, 0.0], ""type"": ""Point""}";75;5 RUE DE THORIGNY - HÔTEL SALÉ;Paris;75103;Musée national Picasso;Musée et écomusée;83
48.853154113, 2.36120107747;"{""coordinates"": [2.36120107746986, 48.85315411297971, 0.0], ""type"": ""Point""}";75;11 RUE Saint-PAUL;Paris;75104;Musée de la magie;Musée et écomusée;96
48.8532570272, 2.35034792672;"{""coordinates"": [2.350347926721569, 48.853257027235884, 0.0], ""type"": ""Point""}";75;10 RUE DU CLOÎTRE ND;Paris;75104;Musée de ND de Paris;Musée et écomusée;97
48.8511816696, 2.36386477211;"{""coordinates"": [2.36386477210537, 48.85118166960617, 0.0], ""type"": ""Point""}";75;18 BOULEVARD HENRI IV - QUARTIER DES CÉLESTINS;Paris;75104;Salle d'honneur et de traditions de la garde républicaine;Site et monument;99
48.8520988497, 2.34569246154;"{""coordinates"": [2.34569246153843, 48.85209884969987, 0.0], ""type"": ""Point""}";75;1 RUE DES PRÊTRES-Saint-SÉVERIN;Paris;75105;Eglise Saint-Séverin;Site et monument;112
48.852227465, 2.33500002011;"{""coordinates"": [2.335000020106997, 48.85222746497299, 0.0], ""type"": ""Point""}";75;10 RUE MABILLON;Paris;75106;Musée-librairie du compagnonnage;Musée et écomusée;136
